GIS_Number,Doing_Business_As,Class,Map Name,Hse#,Address,Deedholder,Acres,Residential Occupancy Type,Style Descr,Year Built,Total Living Area,Commercial Occupancy Type,Year Built_2,Gross Bldg Area,_unnamed,2010 Land Res,2010 Land Comm,2010 Land Total,2010 Dwlg,2010 Improv,2010 Total,2008 Land,2008 Dwlg,2008 Improv,2008 total,GIS_Number_valuations,Map_Name_valuations,Class_valuations,2016 Land Res,2016 Land Comm,2016 Land Total,2016 Dwlg,2016 Improv,2016 Total
140745100100000,,Exempt,E-15 CITY,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,46.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,140745100100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
140818001300000,,Exempt,E-15 CITY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.4,,,,,,,,,0,0,0,0,0,0,,,,,140818001300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
140822602400000,,Exempt,E-15 CITY,3601,42ND ST NE,CITY OF CEDAR RAPIDS,0.95,,,,,,,,,0,0,0,0,0,0,0,0,0,0,140822602400000,OFFICE,COMMERCIAL,0,190000,190000,0,280600,470600
140832602700000,,Exempt,E-15 CITY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,19.51,,,,,,,,,0,0,0,0,0,0,0,0,0,0,140832602700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
140837600100000,,Exempt,E-15 CITY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,24.91,,,,,,,,,0,0,0,0,0,0,0,0,0,0,140837600100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
140930201600000,,Exempt,E-15 CITY,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,3.86,,,,,,,,,0,0,0,0,0,0,0,0,0,0,140930201600000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
140945200100000,,Exempt,E-15 CITY,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,0.84,,,,,,,,,0,0,0,0,0,0,0,0,0,0,140945200100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141015900800000,,Exempt,E-15 CITY,900,35TH ST NE,CITY OF CEDAR RAPIDS,1.72,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141015900800000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141127603200000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,3.27,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141127603200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141130500600000,,Exempt,E-15 CITY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.3391,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
141130500700000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.35,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141130500700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141130500800000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.35,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141130500800000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141135300300000,,Exempt,E-15 CITY,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,0.1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141135300300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141135300500000,,Exempt,E-15 CITY,206,29TH ST NE,CITY OF CEDAR RAPIDS,0.38,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141135300500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141137600400000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.231,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141137600400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141137600500000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.296,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141137600500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141137600600000,,Exempt,E-15 CITY,3145,EMERALD AVE SE,CITY OF CEDAR RAPIDS,0.149,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141137600600000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141138001700000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.065,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141138001700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141138001800000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,2.954,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141138001800000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141145700700000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.657,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141145700700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141332600900000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,14.15,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141332600900000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141337602000000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,4.98,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141337602000000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141337602100000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141337602100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141345400100000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,4.94,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141345400100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141420100100000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,2.826,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141420100100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141420100200000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.292,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141420100200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141445100300000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,8.89,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141445100300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141445200100000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,2.84,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141445200100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141445200400000,,Exempt,E-15 CITY,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,2.28,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141445200400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141447800400000,,Exempt,E-15 CITY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,6.62,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141447800400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141515102100000,,Exempt,E-15 CITY,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,0.2268,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141515102100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141530101100000,,Exempt,E-15 CITY,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,0.85,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141530101100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141615200100000,,Exempt,E-15 CITY,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,14.1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141615200100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141625100200000,,Exempt,E-15 CITY,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,45.99,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141625100200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141630100100000,,Exempt,E-15 CITY,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,2.8687,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141630100100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141630100400000,,Exempt,E-15 CITY,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,1.45,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141630100400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141632600100000,,Exempt,E-15 CITY,1111,SHAVER RD NE,CEDAR RAPIDS CITY OF CITY WATER WORKS,17.66,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141632600100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141632600400000,,Exempt,E-15 CITY,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,4.5,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141632600400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141632600600000,,Exempt,E-15 CITY,0,VACANT LAND NE,CITY OF CEDAR RAPIDS CITY WATER WORKS,0.06,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
141632600700000,,Exempt,E-15 CITY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.13,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141632600700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141635100200000,,Exempt,E-15 CITY,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,1.02,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141635100200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141637700100000,,Exempt,E-15 CITY,855,SHAVER RD NE,CITY OF CEDAR RAPIDS,0.6741,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141637700100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141640100100000,,Exempt,E-15 CITY,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,25.67,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141640100100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141645900100000,,Exempt,E-15 CITY,791,SHAVER RD NE,CEDAR RAPIDS CITY OF,0.172,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141645900100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141645900200000,,Exempt,E-15 CITY,793,SHAVER RD NE,CEDAR RAPIDS CITY OF CITY HALL,0.069,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141645900200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141645900400000,,Exempt,E-15 CITY,799,SHAVER RD NE,CEDAR RAPIDS CITY OF,0.119,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141645900400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141645900500000,,Exempt,E-15 CITY,801,SHAVER RD NE,CEDAR RAPIDS CITY OF,0.125,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141645900500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141645900700000,,Exempt,E-15 CITY,813,SHAVER RD NE,CEDAR RAPIDS CITY OF,0.1607,,,,,Shop,1964,1516,,0,0,0,0,0,0,0,0,0,0,141645900700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141645901300000,,Exempt,E-15 CITY,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,0.126,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141645901300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141715300100000,,Exempt,E-15 CITY,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,29.73,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141715300100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141717800200000,,Exempt,E-15 CITY,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,6.5,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141717800200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141720300100000,,Exempt,E-15 CITY,100,J AVE NE,CITY OF CEDAR RAPIDS,2.5,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141720300100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141722600100000,,Exempt,E-15 CITY,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,15.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141722600100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141725100400000,,Exempt,E-15 CITY,2510,ELLIS BLVD NW,CEDAR RAPIDS CITY OF % PROSOURCE TECHNOLOGIES,0.467,Single-Family,Salvage,1955-01-01,1316-01-01,,,,,0,0,0,0,0,0,33303,62851,0,96154,141725100400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141725101200000,,Exempt,E-15 CITY,0,VACANT LAND NW,CITY OF CEDAR RAPIDS % PARKS DEPT,6.41,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141725101200000,NW 301,RESIDENTIAL,87100,0,87100,0,0,87100
141725200200000,,Exempt,E-15 CITY,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,13.91,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141725200200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141730100100000,,Exempt,E-15 CITY,1876,ELLIS LN NW,CITY OF CEDAR RAPIDS ELLIS PARK,156.68,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141730100100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141732600100000,,Exempt,E-15 CITY,0,VACANT LAND NW,CITY OF CEDAR RAPIDS ELLIS PARK,22.2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141732600100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141740200200000,,Exempt,E-15 CITY,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,47.2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141740200200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141810100100000,,Exempt,E-15 CITY,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,44.11,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141810100100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141815105300000,,Exempt,E-15 CITY,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,19.7,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141815105300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141817600100000,,Exempt,E-15 CITY,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,38.75,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141817600100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141820100200000,,Exempt,E-15 CITY,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,5.95,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141820100200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141822600100000,,Exempt,E-15 CITY,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,4.37,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141822600100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141822600400000,,Exempt,E-15 CITY,3326,ELLIS RD NW,CEDAR RAPIDS CITY OF % PROSOURCE TECHNOLOGIES,0.388,Single-Family,Salvage,1900-01-01,8001-01-01,,,,,0,0,0,0,0,0,8698,21949,0,30647,141822600400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141822600500000,,Exempt,E-15 CITY,3334,ELLIS RD NW,CEDAR RAPIDS CITY OF % PROSOURCE TECHNOLOGIES,0.452,Single-Family,Salvage,1960-01-01,1284-01-01,,,,,0,0,0,0,0,0,11294,79493,0,90787,141822600500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141822600700000,CARTER'S ELLIS MARINE,Exempt,E-15 CITY,3338,ELLIS RD NW,CEDAR RAPIDS CITY OF,0.771,Single-Family,1 Story Frame,1957-01-01,1152-01-01,Store - Retail Small,1980,0,,0,0,0,0,0,0,49961,0,146924,196885,141822600700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141822800100000,,Exempt,E-15 CITY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,4.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141822800100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141840101700000,,Exempt,E-15 CITY,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,2.5,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141840101700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141840102100000,,Exempt,E-15 CITY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,3.59,,,,,,,,,0,0,0,0,0,0,,,,,141840102100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141840102200000,,Exempt,E-15 CITY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.266,,,,,,,,,0,0,0,0,0,0,,,,,141840102200000,NW 302,RESIDENTIAL,42500,0,42500,158500,0,201000
141840102300000,,Exempt,E-15 CITY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.266,,,,,,,,,0,0,0,0,0,0,,,,,141840102300000,NW 302,RESIDENTIAL,42500,0,42500,162500,0,205000
141847603000000,,Exempt,E-15 CITY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,2.96,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141847603000000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141922803800000,,Exempt,E-15 CITY,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,0.149,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141922803800000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141940100100000,,Exempt,E-15 CITY,1101,19TH ST NW,CITY OF CEDAR RAPIDS,19.83,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141940100100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141945500300000,,Exempt,E-15 CITY,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,0.316,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141945500300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141945601700000,,Exempt,E-15 CITY,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141945601700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141947900100000,,Exempt,E-15 CITY,730,19TH ST NW,CITY OF CEDAR RAPIDS,0.193,,,,,,,,,0,0,0,0,0,0,0,0,0,0,141947900100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142010200100000,,Exempt,E-15 CITY,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,0.2118,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
142010200200000,,Exempt,E-15 CITY,1600,1ST ST NW,CEDAR RAPIDS CITY OF,0.15,Single-Family,Salvage,1938-01-01,7401-01-01,,,,,0,0,0,0,0,0,13905,40673,0,54578,,,,,,,,,
142010300100000,,Exempt,E-15 CITY,1626,4TH ST NW,CEDAR RAPIDS CITY OF,0.178,Single-Family,Salvage,1910-01-01,8401-01-01,,,,,0,0,0,0,0,0,14899,70644,0,85543,,,,,,,,,
142010300300000,,Exempt,E-15 CITY,1631,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,Single-Family,Salvage,1915-01-01,5701-01-01,,,,,0,0,0,0,0,0,19800,63223,0,83023,,,,,,,,,
142010300400000,,Exempt,E-15 CITY,1627,5TH ST NW,CEDAR RAPIDS CITY OF % PROSOURCE TECHNOLOGIES,0.147,Single-Family,Salvage,1915-01-01,5701-01-01,,,,,0,0,0,0,0,0,19800,50013,0,69813,,,,,,,,,
142010300500000,,Exempt,E-15 CITY,1617,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,Single-Family,Salvage,1910-01-01,5701-01-01,,,,,0,0,0,0,0,0,12870,64592,0,77462,,,,,,,,,
142010301000000,,Exempt,E-15 CITY,1602,4TH ST NW,CEDAR RAPIDS CITY OF,0.132,,,,,,,,,0,0,0,0,0,0,15593,41260,0,56853,,,,,,,,,
142010301200000,,Exempt,E-15 CITY,1608,4TH ST NW,CEDAR RAPIDS CITY OF % PROSOURCE TECHNOLOGIES,0.141,Single-Family,Salvage,1900-01-01,4801-01-01,,,,,0,0,0,0,0,0,16632,38089,0,54721,,,,,,,,,
142010301300000,,Exempt,E-15 CITY,1616,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,17325,46875,0,64200,,,,,,,,,
142010301400000,,Exempt,E-15 CITY,1622,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,Single-Family,Salvage,1905-01-01,5701-01-01,,,,,0,0,0,0,0,0,17325,51633,0,68958,,,,,,,,,
142010400100000,,Exempt,E-15 CITY,1668,1ST ST NW,CEDAR RAPIDS CITY OF % PROSOURCE TECHNOLOGIES,0.164,Single-Family,Salvage,1895-01-01,8401-01-01,,,,,0,0,0,0,0,0,12015,62526,0,74541,,,,,,,,,
142010400300000,,Exempt,E-15 CITY,1669,6TH ST NW,CEDAR RAPIDS CITY OF % PROSOURCE TECHNOLOGIES,0.147,Single-Family,Salvage,1918-01-01,8001-01-01,,,,,0,0,0,0,0,0,19800,54966,0,74766,,,,,,,,,
142010402100000,,Exempt,E-15 CITY,1638,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,Single-Family,Salvage,1900-01-01,5701-01-01,,,,,0,0,0,0,0,0,19800,53443,0,73243,,,,,,,,,
142010402200000,,Exempt,E-15 CITY,1642,5TH ST NW,CEDAR RAPIDS CITY OF,0.176,Single-Family,Salvage,1910-01-01,7901-01-01,,,,,0,0,0,0,0,0,23760,59056,0,82816,,,,,,,,,
142010402300000,,Exempt,E-15 CITY,1652,5TH ST NW,CEDAR RAPIDS CITY OF & HOWARD E BROWN % CR FINANCE,0.265,Detached Structures Only,,1857-01-01,,,,,,0,0,0,0,0,0,23166,73419,0,96585,,,,,,,,,
142017600300000,,Exempt,E-15 CITY,1527,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,Single-Family,Salvage,1895-01-01,7601-01-01,,,,,0,0,0,0,0,0,11261,51916,0,63177,,,,,,,,,
142017600600000,,Exempt,E-15 CITY,1513,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,Single-Family,Salvage,1900-01-01,7401-01-01,,,,,0,0,0,0,0,0,17325,55402,0,72727,,,,,,,,,
142017600900000,,Exempt,E-15 CITY,306,N AVE NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0,15925,49420,0,65345,,,,,,,,,
142017601100000,,Exempt,E-15 CITY,1502,1ST ST NW,CEDAR RAPIDS CITY OF,0.272,Single-Family,Salvage,1890-01-01,8501-01-01,,,,,0,0,0,0,0,0,18915,42392,0,61307,,,,,,,,,
142017601500000,,Exempt,E-15 CITY,1522,1ST ST NW,CEDAR RAPIDS CITY OF % CITY OF CEDAR RAPIDS FINANCE,0.161,Single-Family,1 Story Frame,1928-01-01,8501-01-01,,,,,0,0,0,0,0,0,15300,33681,0,48981,,,,,,,,,
142017601600000,,Exempt,E-15 CITY,1530,1ST ST NW,CEDAR RAPIDS CITY OF % PROSOURCE TECHNOLOGIES,0.126,Single-Family,Salvage,1955-01-01,6701-01-01,,,,,0,0,0,0,0,0,14100,19008,0,33108,,,,,,,,,
142018000100000,,Exempt,E-15 CITY,1428,3RD ST NW,CEDAR RAPIDS CITY OF % CITY  OF CEDAR RAPIDS FINANCE,0.126,Single-Family,Salvage,1900-01-01,6001-01-01,,,,,0,0,0,0,0,0,16450,43937,0,60387,,,,,,,,,
