Date,year,Address,City,Inc. #,Responsetime,address_geo,lat,long
2011-10-13,2011,82 SIMPSON SW,Cedar Rapids,1107770,5.4,"82 SIMPSON SW, Cedar Rapids, Iowa",41.9236855,-91.6507005
2011-10-13,2011,82 Simpson SW,Cedar Rapids,1107770,6.24,"82 Simpson SW, Cedar Rapids, Iowa",41.9236855,-91.6507005
2011-10-19,2011,2014 K SW,Cedar Rapids,1107910,4,"2014 K SW, Cedar Rapids, Iowa",41.95822,-91.669068
2011-10-26,2011,120 23RD STR SE,Cedar Rapids,1108094,7.14,"120 23RD STR SE, Cedar Rapids, Iowa",41.999434,-91.635448
2011-10-26,2011,120 23RD STR SE,Cedar Rapids,1108103,4.26,"120 23RD STR SE, Cedar Rapids, Iowa",41.999434,-91.635448
2011-10-29,2011,1425 60TH SW,Cedar Rapids,1108193,8.23,"1425 60TH SW, Cedar Rapids, Iowa",41.914363,-91.689853
2011-11-01,2011,900 CENTER POINT NE,Cedar Rapids,1108279,4.04,"900 CENTER POINT NE, Cedar Rapids, Iowa",41.995861,-91.662313
2011-11-02,2011,1243 20TH SW,Cedar Rapids,1108311,5.14,"1243 20TH SW, Cedar Rapids, Iowa",41.958778,-91.6876558
2011-11-08,2011,826 17TH SE,Cedar Rapids,1108454,3.41,"826 17TH SE, Cedar Rapids, Iowa",41.97857,-91.646127
2011-11-12,2011,720 29TH SE,Cedar Rapids,1108566,3.54,"720 29TH SE, Cedar Rapids, Iowa",41.9779484,-91.6256142
2011-11-13,2011,4861 1ST W,Cedar Rapids,1108578,3.55,"4861 1ST W, Cedar Rapids, Iowa",41.9668185,-91.7338273
2011-11-16,2011,1710 16TH SE,Cedar Rapids,1108681,5.24,"1710 16TH SE, Cedar Rapids, Iowa",41.969297,-91.6458959
2011-11-17,2011,1050 WENIG NE,Cedar Rapids,1108710,6.19,"1050 WENIG NE, Cedar Rapids, Iowa",41.999665,-91.676801
2011-11-30,2011,1552 7TH SE,Cedar Rapids,1109040,4.13,"1552 7TH SE, Cedar Rapids, Iowa",41.980726,-91.648138
2011-12-07,2011,255 15TH NW,Cedar Rapids,1109226,6.11,"255 15TH NW, Cedar Rapids, Iowa",41.973527,-91.691566
2011-12-13,2011,400 COLLINS NE,Cedar Rapids,1109389,5.13,"400 COLLINS NE, Cedar Rapids, Iowa",42.0280838,-91.6324042
2011-12-17,2011,5560 6TH SW,Cedar Rapids,1109525,3.24,"5560 6TH SW, Cedar Rapids, Iowa",41.923874,-91.677552
2011-12-22,2011,100 5TH AV SW,Cedar Rapids,1109628,4,"100 5TH AV SW, Cedar Rapids, Iowa",41.9727767,-91.6706981
2011-12-23,2011,505 9TH SW,Cedar Rapids,1109662,4.33,"505 9TH SW, Cedar Rapids, Iowa",41.970477,-91.680972
2011-12-23,2011,4900 16TH SW,Cedar Rapids,1109664,1.17,"4900 16TH SW, Cedar Rapids, Iowa",41.9648399,-91.7348633
2011-12-24,2011,1140 PARK NE,Cedar Rapids,1109689,5.15,"1140 PARK NE, Cedar Rapids, Iowa",42.0307634,-91.6520684
2011-12-25,2011,1515 ARIZONA NE,Cedar Rapids,1109708,5.2,"1515 ARIZONA NE, Cedar Rapids, Iowa",42.015633,-91.658411
2011-12-29,2011,3300 C SW,Cedar Rapids,1109799,6.49,"3300 C SW, Cedar Rapids, Iowa",41.943937,-91.638699
2011-12-29,2011,824 6TH SW,Cedar Rapids,1109804,3.12,"824 6TH SW, Cedar Rapids, Iowa",41.9678677,-91.6770964
2012-01-02,2012,310 5TH SE,Cedar Rapids,1200030,5.02,"310 5TH SE, Cedar Rapids, Iowa",41.9759389,-91.663465
2012-01-02,2012,130 JACOLYN SW,Cedar Rapids,1200049,3.16,"130 JACOLYN SW, Cedar Rapids, Iowa",41.966216,-91.731478
2012-01-03,2012,6702 ARBOR NE,Cedar Rapids,1200083,4.19,"6702 ARBOR NE, Cedar Rapids, Iowa",42.045533,-91.661878
2012-01-03,2012,6702 ARBOR NE,Cedar Rapids,1200083,5.32,"6702 ARBOR NE, Cedar Rapids, Iowa",42.045533,-91.661878
2012-01-03,2012,6702 ARBOR NE,Cedar Rapids,1200083,5.32,"6702 ARBOR NE, Cedar Rapids, Iowa",42.045533,-91.661878
2012-01-04,2012,362 19TH SE,Cedar Rapids,1200126,4.46,"362 19TH SE, Cedar Rapids, Iowa",41.985976,-91.6425299
2012-01-10,2012,406 E NW,Cedar Rapids,1200272,1.45,"406 E NW, Cedar Rapids, Iowa",41.9786252,-91.8039032
2012-01-16,2012,1014 Bealer SE,Cedar Rapids,1200430,5.12,"1014 Bealer SE, Cedar Rapids, Iowa",41.977033,-91.651435
2012-01-16,2012,1010 Bealer SE,Cedar Rapids,1200430,5.12,"1010 Bealer SE, Cedar Rapids, Iowa",41.9769859,-91.651541
2012-01-23,2012,3538 ELMWOOD NE,Cedar Rapids,1200630,7.12,"3538 ELMWOOD NE, Cedar Rapids, Iowa",42.015259,-91.675851
2012-01-25,2012,511 21ST NE,Cedar Rapids,1200675,6.06,"511 21ST NE, Cedar Rapids, Iowa",41.999009,-91.643708
2012-01-29,2012,2725 TERESA SW,Cedar Rapids,1200808,4.09,"2725 TERESA SW, Cedar Rapids, Iowa",41.951052,-91.655333
2012-01-31,2012,1427 4TH SE,Cedar Rapids,1200868,2.57,"1427 4TH SE, Cedar Rapids, Iowa",41.983419,-91.651672
2012-02-01,2012,5712 ADDISON NE,Cedar Rapids,1200898,5.04,"5712 ADDISON NE, Cedar Rapids, Iowa",42.0353939,-91.647107
2012-02-03,2012,1707 WASHINGTON SE,Cedar Rapids,1200942,5.38,"1707 WASHINGTON SE, Cedar Rapids, Iowa",41.985329,-91.6459
2012-02-03,2012,7525 BERTRAM SE,Cedar Rapids,1200945,11.31,"7525 BERTRAM SE, Cedar Rapids, Iowa",41.9614859,-91.5698543
2012-02-10,2012,1319 SIERRA NE,Cedar Rapids,1201121,5.34,"1319 SIERRA NE, Cedar Rapids, Iowa",42.002481,-91.669364
2012-02-11,2012,1227 BELMONT NW,Cedar Rapids,1201140,6.41,"1227 BELMONT NW, Cedar Rapids, Iowa",41.984695,-91.702466
2012-02-12,2012,2729 BRYANT SW,Cedar Rapids,1201175,6.2,"2729 BRYANT SW, Cedar Rapids, Iowa",41.952159,-91.750705
2012-02-20,2012,141 37TH NE,Cedar Rapids,1201390,3.46,"141 37TH NE, Cedar Rapids, Iowa",42.0159214,-91.6365121
2012-02-24,2012,421 C NW,Cedar Rapids,1201504,3.39,"421 C NW, Cedar Rapids, Iowa",41.977526,-91.679449
2012-02-26,2012,215 22ND NW,Cedar Rapids,1201544,5.11,"215 22ND NW, Cedar Rapids, Iowa",41.973146,-91.703066
2012-02-27,2012,7330 Revere NE,Cedar Rapids,1201584,3.31,"7330 Revere NE, Cedar Rapids, Iowa",42.051352,-91.637298
2012-03-01,2012,6000 SHARON NW,Cedar Rapids,1201657,5.15,"6000 SHARON NW, Cedar Rapids, Iowa",41.973612,-91.748169
2012-03-02,2012,1651 34TH SE,Cedar Rapids,1201668,5.29,"1651 34TH SE, Cedar Rapids, Iowa",41.967989,-91.619001
2012-03-02,2012,2263 C SW,Cedar Rapids,1201689,4.35,"2263 C SW, Cedar Rapids, Iowa",41.9573872,-91.6500042
2012-03-03,2012,2040 GLASS NE,Cedar Rapids,1201709,6.08,"2040 GLASS NE, Cedar Rapids, Iowa",42.0135618,-91.6693502
2012-03-09,2012,1606 SIERRA NE,Cedar Rapids,1201914,5.35,"1606 SIERRA NE, Cedar Rapids, Iowa",42.005189,-91.667607
2012-03-09,2012,1604 Sierra NE,Cedar Rapids,1201914,3.23,"1604 Sierra NE, Cedar Rapids, Iowa",42.0050592,-91.6681777
2012-03-10,2012,5625 SKYLINE NW,Cedar Rapids,1201945,6.05,"5625 SKYLINE NW, Cedar Rapids, Iowa",41.97059,-91.744694
2012-03-16,2012,1221 SIERRA NE,Cedar Rapids,1202117,6.04,"1221 SIERRA NE, Cedar Rapids, Iowa",42.002481,-91.669364
2012-03-16,2012,1221 Sierra NE,Cedar Rapids,1202117,6.47,"1221 Sierra NE, Cedar Rapids, Iowa",42.002481,-91.669364
2012-03-16,2012,1221 Sierra NE,Cedar Rapids,1202117,6.47,"1221 Sierra NE, Cedar Rapids, Iowa",42.002481,-91.669364
2012-03-16,2012,1221 Sierra NE,Cedar Rapids,1202117,6.47,"1221 Sierra NE, Cedar Rapids, Iowa",42.002481,-91.669364
2012-03-16,2012,1221 Sierra NE,Cedar Rapids,1202117,6.47,"1221 Sierra NE, Cedar Rapids, Iowa",42.002481,-91.669364
2012-03-19,2012,1025 G NW,Cedar Rapids,1202231,3.46,"1025 G NW, Cedar Rapids, Iowa",41.979811,-91.687306
2012-03-25,2012,308 JACOLYN SW,Cedar Rapids,1202363,3.28,"308 JACOLYN SW, Cedar Rapids, Iowa",41.964872,-91.733186
2012-03-29,2012,3317 ROSEWOOD NE,Cedar Rapids,1202500,5.08,"3317 ROSEWOOD NE, Cedar Rapids, Iowa",42.012169,-91.668818
2012-03-29,2012,836 9TH SW,Cedar Rapids,1202504,4.02,"836 9TH SW, Cedar Rapids, Iowa",41.967493,-91.681633
2012-04-04,2012,1001 1ST SW,Cedar Rapids,1202645,1.32,"1001 1ST SW, Cedar Rapids, Iowa",41.9721651,-91.6845876
2012-04-06,2012,1714 34TH NE,Cedar Rapids,1202705,6.49,"1714 34TH NE, Cedar Rapids, Iowa",42.013837,-91.662341
2012-04-11,2012,5920 WABASH SW,Cedar Rapids,1202808,5.45,"5920 WABASH SW, Cedar Rapids, Iowa",41.956163,-91.7458754
2012-04-12,2012,188 JACOLYN NW,Cedar Rapids,1202832,3.19,"188 JACOLYN NW, Cedar Rapids, Iowa",41.971029,-91.732544
2012-04-12,2012,1220 AUBURN SW,Cedar Rapids,1202841,2.56,"1220 AUBURN SW, Cedar Rapids, Iowa",41.9648971,-91.7194784
2012-04-16,2012,1000 Ellis NW,Cedar Rapids,1202929,3.57,"1000 Ellis NW, Cedar Rapids, Iowa",41.981867,-91.682406
2012-04-16,2012,1005 Ellis NW,Cedar Rapids,1202929,4.56,"1005 Ellis NW, Cedar Rapids, Iowa",41.9819249,-91.6818344
2012-04-16,2012,1010 Ellis NW,Cedar Rapids,1202929,4.56,"1010 Ellis NW, Cedar Rapids, Iowa",41.982128,-91.68241
2012-04-16,2012,914 Ellis NW,Cedar Rapids,1202929,4.56,"914 Ellis NW, Cedar Rapids, Iowa",41.9815449,-91.682377
2012-04-17,2012,2800 A NE,Cedar Rapids,1202977,2.42,"2800 A NE, Cedar Rapids, Iowa",42.005353,-91.636714
2012-04-30,2012,418 2ND NE,Cedar Rapids,1203264,3.05,"418 2ND NE, Cedar Rapids, Iowa",41.9808548,-91.6704926
2012-05-01,2012,3131 D NE,Cedar Rapids,1203307,4,"3131 D NE, Cedar Rapids, Iowa",42.009571,-91.639841
2012-05-02,2012,506 19TH NE,Cedar Rapids,1203336,3.37,"506 19TH NE, Cedar Rapids, Iowa",41.996553,-91.647672
2012-05-06,2012,6816 COLLEGE PARK SW,Cedar Rapids,1203438,7.52,"6816 COLLEGE PARK SW, Cedar Rapids, Iowa",41.912743,-91.660865
2012-05-17,2012,2321 BLAKELY SE,Cedar Rapids,1203788,6.32,"2321 BLAKELY SE, Cedar Rapids, Iowa",41.954508,-91.634182
2012-05-18,2012,2044 NORTH TOWNE NE,Cedar Rapids,1203793,5.42,"2044 NORTH TOWNE NE, Cedar Rapids, Iowa",42.0329825,-91.6696844
2012-05-18,2012,258 12TH NW,Cedar Rapids,1203802,3.23,"258 12TH NW, Cedar Rapids, Iowa",41.97421,-91.688608
2012-05-23,2012,81 26TH SW,Cedar Rapids,1203971,3.44,"81 26TH SW, Cedar Rapids, Iowa",41.951951,-91.662457
2012-05-27,2012,703 3RD SW,Cedar Rapids,1204067,4,"703 3RD SW, Cedar Rapids, Iowa",41.9698769,-91.6716019
2012-05-27,2012,220 7th SW,Cedar Rapids,1204067,4.37,"220 7th SW, Cedar Rapids, Iowa",41.970276,-91.671733
2012-05-30,2012,? 5TH ST SE,Cedar Rapids,1204170,4.53,"? 5TH ST SE, Cedar Rapids, Iowa",41.97556,-91.660151
2012-06-01,2012,1736 B NE,Cedar Rapids,1204223,5.22,"1736 B NE, Cedar Rapids, Iowa",41.992967,-91.6493689
2012-06-08,2012,1508 C NE,Cedar Rapids,1204422,2.05,"1508 C NE, Cedar Rapids, Iowa",41.991186,-91.654773
2012-06-15,2012,2040 GLASS NE,Cedar Rapids,1204587,4.23,"2040 GLASS NE, Cedar Rapids, Iowa",42.0135618,-91.6693502
2012-06-18,2012,1052 MOUNT VERNON SE,Cedar Rapids,1204672,4.04,"1052 MOUNT VERNON SE, Cedar Rapids, Iowa",41.9779076,-91.6521324
2012-06-24,2012,159 38TH NE,Cedar Rapids,1204840,4.2,"159 38TH NE, Cedar Rapids, Iowa",42.016826,-91.6369
2012-06-24,2012,161 38th. NE,Cedar Rapids,1204840,4.42,"161 38th. NE, Cedar Rapids, Iowa",42.016831,-91.637084
2012-06-24,2012,161 38th. NE,Cedar Rapids,1204840,4.42,"161 38th. NE, Cedar Rapids, Iowa",42.016831,-91.637084
2012-06-24,2012,919 6TH SW,Cedar Rapids,1204841,3.2,"919 6TH SW, Cedar Rapids, Iowa",41.966901,-91.676107
2012-06-24,2012,447 9th SW,Cedar Rapids,1204841,4.21,"447 9th SW, Cedar Rapids, Iowa",41.967223,-91.6765719
2012-06-24,2012,441 9th SW,Cedar Rapids,1204841,4.21,"441 9th SW, Cedar Rapids, Iowa",41.967215,-91.676057
2012-06-24,2012,443 9th SW,Cedar Rapids,1204841,4.21,"443 9th SW, Cedar Rapids, Iowa",41.967219,-91.676278
2012-06-24,2012,459 9th SW,Cedar Rapids,1204841,4.21,"459 9th SW, Cedar Rapids, Iowa",41.9674782,-91.6768797
2012-06-25,2012,4302 HOLLY NE,Cedar Rapids,1204864,10.2,"4302 HOLLY NE, Cedar Rapids, Iowa",42.0437269,-91.71383
2012-07-02,2012,5537 NORTH TOWNE NE,Cedar Rapids,1205124,5.44,"5537 NORTH TOWNE NE, Cedar Rapids, Iowa",42.034442,-91.6727027
2012-07-04,2012,1857 WILSON SW,Cedar Rapids,1205172,4.45,"1857 WILSON SW, Cedar Rapids, Iowa",41.95583,-91.6988949
2012-07-06,2012,818 PAWNEE NW,Cedar Rapids,1205253,5.08,"818 PAWNEE NW, Cedar Rapids, Iowa",41.980462,-91.691621
2012-07-08,2012,4444 1ST E,Cedar Rapids,1205301,5.33,"4444 1ST E, Cedar Rapids, Iowa",42.0255179,-91.6272126
2012-07-10,2012,700 41ST AVE SW,Cedar Rapids,1205351,6.27,"700 41ST AVE SW, Cedar Rapids, Iowa",41.940606,-91.648071
2012-07-11,2012,418 2ND NE,Cedar Rapids,1205396,8.05,"418 2ND NE, Cedar Rapids, Iowa",41.9808548,-91.6704926
2012-07-16,2012,3631 WESTERN PINE NE,Cedar Rapids,1205525,5.44,"3631 WESTERN PINE NE, Cedar Rapids, Iowa",42.030992,-91.693546
2012-07-22,2012,1002 A NW,Cedar Rapids,1205724,4.44,"1002 A NW, Cedar Rapids, Iowa",41.973711,-91.685541
2012-07-25,2012,359 16th SE,Cedar Rapids,1205801,5.5,"359 16th SE, Cedar Rapids, Iowa",41.986294,-91.648195
2012-07-25,2012,1555 Park SE,Cedar Rapids,1205801,5.5,"1555 Park SE, Cedar Rapids, Iowa",41.986448,-91.648371
2012-07-26,2012,3327 QUEEN SW,Cedar Rapids,1205855,4.21,"3327 QUEEN SW, Cedar Rapids, Iowa",41.94491,-91.71417
2012-08-10,2012,1426 PAWNEE NW,Cedar Rapids,1206329,4.43,"1426 PAWNEE NW, Cedar Rapids, Iowa",41.983683,-91.691553
2012-08-10,2012,2040 EDGEWOOD NW,Cedar Rapids,1206334,5.28,"2040 EDGEWOOD NW, Cedar Rapids, Iowa",41.998705,-91.710176
2012-08-15,2012,418 2ND NE,Cedar Rapids,1206454,5.11,"418 2ND NE, Cedar Rapids, Iowa",41.9808548,-91.6704926
2012-08-15,2012,517 9TH SW,Cedar Rapids,1206455,3.59,"517 9TH SW, Cedar Rapids, Iowa",41.970079,-91.680805
2012-08-19,2012,218 18TH NE,Cedar Rapids,1206567,3.04,"218 18TH NE, Cedar Rapids, Iowa",41.9929119,-91.647642
2012-08-20,2012,706 DANBURY NE,Cedar Rapids,1206592,5.18,"706 DANBURY NE, Cedar Rapids, Iowa",42.026024,-91.644364
2012-08-22,2012,2944 OAKLAND NE,Cedar Rapids,1206668,11.01,"2944 OAKLAND NE, Cedar Rapids, Iowa",42.008157,-91.658809
2012-08-28,2012,1711 C NW,Cedar Rapids,1206854,5.02,"1711 C NW, Cedar Rapids, Iowa",41.975739,-91.695403
2012-09-01,2012,385 16TH SE,Cedar Rapids,1206979,5.21,"385 16TH SE, Cedar Rapids, Iowa",41.984208,-91.648074
2012-09-01,2012,120 10TH SW,Cedar Rapids,1206984,3.58,"120 10TH SW, Cedar Rapids, Iowa",41.97172,-91.684267
2012-09-05,2012,3809 ELMWOOD NE,Cedar Rapids,1207089,5.35,"3809 ELMWOOD NE, Cedar Rapids, Iowa",42.018355,-91.677407
2012-09-27,2012,216 NORMA SW,Cedar Rapids,1207612,5.48,"216 NORMA SW, Cedar Rapids, Iowa",41.9526183,-91.7346688
2012-10-03,2012,220 16TH SW,Cedar Rapids,1207790,3.44,"220 16TH SW, Cedar Rapids, Iowa",41.962117,-91.666454
2012-10-03,2012,220 16th SW,Cedar Rapids,1207790,5.09,"220 16th SW, Cedar Rapids, Iowa",41.962117,-91.666454
2012-10-03,2012,216 16th SW,Cedar Rapids,1207790,5.09,"216 16th SW, Cedar Rapids, Iowa",41.962171,-91.666305
2012-10-06,2012,1330 ELMHURST NE,Cedar Rapids,1207856,0.06,"1330 ELMHURST NE, Cedar Rapids, Iowa",42.002547,-91.652073
2012-10-08,2012,2800 A NE,Cedar Rapids,1207934,2.47,"2800 A NE, Cedar Rapids, Iowa",42.005353,-91.636714
2012-10-14,2012,4401 BENTON NE,Cedar Rapids,1208079,6.47,"4401 BENTON NE, Cedar Rapids, Iowa",42.023238,-91.6594439
2012-10-18,2012,2134 NORTH TOWNE NE,Cedar Rapids,1208195,7.4,"2134 NORTH TOWNE NE, Cedar Rapids, Iowa",42.0329638,-91.6712276
2012-10-24,2012,4330 CZECH NE,Cedar Rapids,1208354,6.38,"4330 CZECH NE, Cedar Rapids, Iowa",42.0237593,-91.667102
2012-11-14,2012,155 19TH NW,Cedar Rapids,1208921,4.4,"155 19TH NW, Cedar Rapids, Iowa",41.972448,-91.6983939
2012-11-20,2012,404 9TH SW,Cedar Rapids,1209075,2.46,"404 9TH SW, Cedar Rapids, Iowa",41.967718,-91.674963
2012-11-22,2012,3643 12TH SW,Cedar Rapids,1209124,5.35,"3643 12TH SW, Cedar Rapids, Iowa",41.9656129,-91.7198587
2012-11-22,2012,1834 WESTERN SW,Cedar Rapids,1209126,5.19,"1834 WESTERN SW, Cedar Rapids, Iowa",41.9613215,-91.7497513
2012-11-22,2012,1834 Western SW,Cedar Rapids,1209126,5.49,"1834 Western SW, Cedar Rapids, Iowa",41.9613215,-91.7497513
2012-11-28,2012,57 18th SW,Cedar Rapids,1209266,5.27,"57 18th SW, Cedar Rapids, Iowa",41.964363,-91.658834
2012-11-30,2012,131 14TH AVE SE,Cedar Rapids,1209322,6.52,"131 14TH AVE SE, Cedar Rapids, Iowa",41.967775,-91.657452
2012-12-03,2012,1202 M SW,Cedar Rapids,1209437,3.25,"1202 M SW, Cedar Rapids, Iowa",41.965593,-91.672544
2012-12-07,2012,3232 CENTER POINT NE,Cedar Rapids,1209532,4.57,"3232 CENTER POINT NE, Cedar Rapids, Iowa",42.0114705,-91.6631756
2012-12-11,2012,4401 COUNCIL NE,Cedar Rapids,1209687,5.34,"4401 COUNCIL NE, Cedar Rapids, Iowa",42.023256,-91.658482
2012-12-16,2012,133 26TH SW,Cedar Rapids,1209808,3.43,"133 26TH SW, Cedar Rapids, Iowa",41.9521159,-91.664702
2012-12-29,2012,2113 HAMILTON SW,Cedar Rapids,1210185,4.27,"2113 HAMILTON SW, Cedar Rapids, Iowa",41.957336,-91.662066
2013-01-01,2013,3805 20TH SW,Cedar Rapids,1300018,4.08,"3805 20TH SW, Cedar Rapids, Iowa",41.959884,-91.7232609
2013-01-08,2013,1515 5TH SE,Cedar Rapids,1300214,11.47,"1515 5TH SE, Cedar Rapids, Iowa",41.98232,-91.649789
2013-01-14,2013,1549 8TH SE,Cedar Rapids,1300387,4.55,"1549 8TH SE, Cedar Rapids, Iowa",41.979344,-91.648506
2013-01-20,2013,706 BLAIRS FERRY NE,Cedar Rapids,1300557,8.28,"706 BLAIRS FERRY NE, Cedar Rapids, Iowa",42.035282,-91.64483
2013-01-21,2013,1120 SIOUX NW,Cedar Rapids,1300586,6.18,"1120 SIOUX NW, Cedar Rapids, Iowa",41.983534,-91.693995
2013-02-16,2013,925 A NW,Cedar Rapids,1301226,1.55,"925 A NW, Cedar Rapids, Iowa",41.97332,-91.684761
2013-03-01,2013,3325 SOUTHGATE SW,Cedar Rapids,1301563,4.18,"3325 SOUTHGATE SW, Cedar Rapids, Iowa",41.943038,-91.671757
2013-03-02,2013,2740 A NE,Cedar Rapids,1301586,3.25,"2740 A NE, Cedar Rapids, Iowa",42.004488,-91.6367
2013-03-07,2013,501 29TH NE,Cedar Rapids,1301690,3.46,"501 29TH NE, Cedar Rapids, Iowa",42.00605,-91.640378
2013-03-10,2013,631 ASHTON NE,Cedar Rapids,1301761,3.15,"631 ASHTON NE, Cedar Rapids, Iowa",42.0427476,-91.6411174
2013-03-21,2013,1803 B NE,Cedar Rapids,1302059,4.33,"1803 B NE, Cedar Rapids, Iowa",41.993091,-91.64794
2013-03-21,2013,2019 SUNLAND SE,Cedar Rapids,1302076,6.02,"2019 SUNLAND SE, Cedar Rapids, Iowa",41.993017,-91.608637
2013-03-28,2013,1801 2ND SE,Cedar Rapids,1302261,3.29,"1801 2ND SE, Cedar Rapids, Iowa",41.990583,-91.6449279
2013-04-04,2013,1249 3RD SE,Cedar Rapids,1302399,5.19,"1249 3RD SE, Cedar Rapids, Iowa",41.983801,-91.654347
2013-04-07,2013,231 32ND NE,Cedar Rapids,1302491,3.15,"231 32ND NE, Cedar Rapids, Iowa",42.009514,-91.637665
2013-04-12,2013,1710 16TH SE,Cedar Rapids,1302611,4.58,"1710 16TH SE, Cedar Rapids, Iowa",41.969297,-91.6458959
2013-04-14,2013,1203 2ND SE,Cedar Rapids,1302662,3.36,"1203 2ND SE, Cedar Rapids, Iowa",41.983983,-91.656648
2013-04-14,2013,1203 2ND SE,Cedar Rapids,1302662,4.1,"1203 2ND SE, Cedar Rapids, Iowa",41.983983,-91.656648
2013-04-18,2013,1639 MIAMI NE,Cedar Rapids,1302780,2.48,"1639 MIAMI NE, Cedar Rapids, Iowa",42.018181,-91.66206
2013-04-19,2013,428 DUKE SW,Cedar Rapids,1302809,9.33,"428 DUKE SW, Cedar Rapids, Iowa",41.919763,-91.6507531
2013-04-22,2013,1311 C SW,Cedar Rapids,1302887,3.44,"1311 C SW, Cedar Rapids, Iowa",41.965627,-91.663899
2013-04-24,2013,2023 J SW,Cedar Rapids,1302941,2.33,"2023 J SW, Cedar Rapids, Iowa",41.957979,-91.66694
