Service Name,time_diff_edit,Incident Date,Year,Full Address,Fire Incident Type,lat,long
Iowa City Fire Department,3,1/2/10,2010,127 E COLLEGE ST,Building fire,41.6589192,-91.533477
Iowa City Fire Department,1,1/10/10,2010,112 S SUMMIT ST,Building fire,41.659563,-91.520936
Iowa City Fire Department,3,1/21/10,2010,510 S JOHNSON ST,Building fire,41.654996,-91.526888
Iowa City Fire Department,8,1/28/10,2010,1205 LAURA DR,Building fire,41.684809,-91.543113
Iowa City Fire Department,8,1/28/10,2010,1205 LAURA DR,Building fire,41.684809,-91.543113
Iowa City Fire Department,4,1/28/10,2010,2551 NEVADA AV,Building fire,41.630592,-91.5025
Iowa City Fire Department,8,1/28/10,2010,1205 LAURA DR,Building fire,41.684809,-91.543113
Iowa City Fire Department,4,2/6/10,2010,1926 BROADWAY ST,Building fire,41.6405972,-91.5200812
Iowa City Fire Department,3,2/16/10,2010,223 E BLOOMINGTON ST,Building fire,41.664406,-91.532119
Iowa City Fire Department,2,2/18/10,2010,515 E COLLEGE ST,Building fire,41.658613,-91.527979
Iowa City Fire Department,5,2/21/10,2010,2404 BARTELT RD Apt 2A,Building fire,41.6541476,-91.5740197
Iowa City Fire Department,2,2/25/10,2010,320 E WASHINGTON ST Apt 5A,Building fire,41.6603942,-91.5310564
Iowa City Fire Department,4,3/9/10,2010,2401 HWY 6 E Apt 4,Building fire,41.6352244,-91.5000773
Iowa City Fire Department,5,3/18/10,2010,940 LONGFELLOW CT,Building fire,41.650727,-91.515237
Iowa City Fire Department,6,3/21/10,2010,2570 INDEPENDENCE RD,Building fire,41.632758,-91.474934
Iowa City Fire Department,6,3/29/10,2010,2635 WESTWINDS DR,Building fire,41.650799,-91.578572
Iowa City Fire Department,7,4/14/10,2010,1060 SCOTT PARK DR,Building fire,41.662166,-91.481698
Iowa City Fire Department,3,4/17/10,2010,1328 E BLOOMINGTON ST,Building fire,41.6649079,-91.516186
Iowa City Fire Department,4,4/18/10,2010,1342 OXFORD PL,Building fire,41.644545,-91.488319
Iowa City Fire Department,6,4/30/10,2010,2040 WATERFRONT DR,Building fire,41.637776,-91.529345
Iowa City Fire Department,5,4/30/10,2010,1511 SPRUCE ST,Building fire,41.643428,-91.512523
Iowa City Fire Department,4,5/30/10,2010,1205 LAURA DR Apt 145,Building fire,41.684809,-91.543113
Iowa City Fire Department,4,6/1/10,2010,3342 ROHRET RD,Building fire,41.646094,-91.588499
Iowa City Fire Department,6,8/3/10,2010,834 CLARK ST,Building fire,41.651216,-91.5192299
Iowa City Fire Department,3,8/13/10,2010,218 E MARKET ST,Building fire,41.6637729,-91.532317
Iowa City Fire Department,3,8/22/10,2010,630 S CAPITOL ST,Building fire,41.653607,-91.535771
Iowa City Fire Department,3,9/8/10,2010,838 WALNUT ST,Building fire,41.6505115,-91.5226453
Iowa City Fire Department,7,9/11/10,2010,1080 SILVERCREST WAY,Building fire,41.6490592,-91.4806716
Iowa City Fire Department,3,9/19/10,2010,25 S MADISON ST,Building fire,41.6609691,-91.5377053
Iowa City Fire Department,6,10/15/10,2010,1109 PINE ST,Building fire,41.648911,-91.513864
Iowa City Fire Department,4,10/24/10,2010,2711 FERNDALE DR,Building fire,41.655324,-91.494983
Iowa City Fire Department,4,10/29/10,2010,2401 E HIGHWAY #6 Apt 3809,Building fire,41.6352244,-91.5000773
Iowa City Fire Department,2,11/23/10,2010,219 E IOWA AVE,Building fire,41.6608963,-91.5322989
Iowa City Fire Department,6,11/25/10,2010,2420 S OLD HIGHWAY 218,Building fire,41.6345081,-91.5388446
Iowa City Fire Department,5,11/30/10,2010,2901 MELROSE AVE,Building fire,41.653354,-91.581267
Iowa City Fire Department,4,12/3/10,2010,4 WASHINGTON PL,Building fire,41.659528,-91.515897
Iowa City Fire Department,7,12/15/10,2010,2401 BARTELT RD Apt 2B,Building fire,41.6541195,-91.5739886
Iowa City Fire Department,5,1/28/11,2011,121 E WASHINGTON ST,Building fire,41.6598812,-91.533816
Iowa City Fire Department,3,1/29/11,2011,421 S DODGE ST,Building fire,41.655941,-91.526254
Iowa City Fire Department,5,1/31/11,2011,2908 FRIENDSHIP ST,Building fire,41.65542,-91.490397
Iowa City Fire Department,6,2/14/11,2011,1402 ESTHER ST,Building fire,41.644628,-91.492611
Iowa City Fire Department,8,3/5/11,2011,201 HAWK RIDGE DR Apt 2111,Building fire,41.6478487,-91.5536316
Iowa City Fire Department,4,3/14/11,2011,2470 LAKESIDE DR,Building fire,41.634189,-91.501451
Iowa City Fire Department,4,3/14/11,2011,2470 Lakeside DR Apt 6,Building fire,41.634189,-91.501451
Iowa City Fire Department,5,3/17/11,2011,214 E CHURCH ST,Building fire,41.66831,-91.532402
Iowa City Fire Department,4,4/2/11,2011,730 N LINN ST,Building fire,41.669866,-91.531229
Iowa City Fire Department,4,4/4/11,2011,119 E COLLEGE ST,Building fire,41.65879,-91.533473
Iowa City Fire Department,5,5/1/11,2011,434 S JOHNSON ST,Building fire,41.655757,-91.5268789
Iowa City Fire Department,4,5/2/11,2011,1303 TRACY LN,Building fire,41.639355,-91.51678
Iowa City Fire Department,3,5/8/11,2011,2500 E HIGHWAY #6,Building fire,41.6352244,-91.5000773
Iowa City Fire Department,3,5/29/11,2011,401 KIRKWOOD AVE,Building fire,41.649077,-91.530391
Iowa City Fire Department,6,6/7/11,2011,403 AMHURST ST,Building fire,41.665761,-91.487519
Iowa City Fire Department,4,6/29/11,2011,1032 HOWELL ST,Building fire,41.648741,-91.519806
Iowa City Fire Department,6,7/5/11,2011,1205 LAURA DR Apt 61,Building fire,41.684809,-91.543113
Iowa City Fire Department,5,7/5/11,2011,58 RITA LYN CT,Building fire,41.663608,-91.503936
Iowa City Fire Department,4,7/23/11,2011,2140 DAVIS ST,Building fire,41.637771,-91.5168
Iowa City Fire Department,4,8/7/11,2011,1037 CROSS PARK AVE Apt B,Building fire,41.6388296,-91.521153
Iowa City Fire Department,4,8/23/11,2011,729 N Dubuque ST,Building fire,41.670347,-91.533081
Iowa City Fire Department,3,9/7/11,2011,2401 E HIGHWAY #6 Apt 2216,Building fire,41.6352244,-91.5000773
Iowa City Fire Department,3,9/12/11,2011,324 N LUCAS ST,Building fire,41.6653019,-91.523955
Iowa City Fire Department,7,9/12/11,2011,734 WESTWINDS DR Apt 6,Building fire,41.652109,-91.577457
Iowa City Fire Department,5,9/20/11,2011,420 N 1ST AVE Apt 105,Building fire,41.666789,-91.501436
Iowa City Fire Department,2,9/24/11,2011,257-259 E IOWA AVE,Building fire,41.661006,-91.531857
Iowa City Fire Department,2,9/24/11,2011,225 E IOWA AVE,Building fire,41.660984,-91.532031
Iowa City Fire Department,2,9/24/11,2011,7 S LINN ST,Building fire,41.6608469,-91.5319279
Iowa City Fire Department,2,9/24/11,2011,13 S LINN ST,Building fire,41.660745,-91.531952
Iowa City Fire Department,2,9/24/11,2011,217-221 E IOWA AVE,Building fire,41.660898,-91.5322429
Iowa City Fire Department,3,10/2/11,2011,1916 WATERFRONT DR,Building fire,41.6418294,-91.529644
Iowa City Fire Department,5,10/21/11,2011,432 SAMOA DR,Building fire,41.655305,-91.576265
Iowa City Fire Department,3,10/24/11,2011,2420 WAYNE AVE,Building fire,41.647671,-91.499996
Iowa City Fire Department,4,11/1/11,2011,1902 WOODRIDGE AVE,Building fire,41.664524,-91.508296
Iowa City Fire Department,4,11/2/11,2011,511 WESTWINDS DR,Building fire,41.654782,-91.578539
Iowa City Fire Department,3,11/13/11,2011,801 BOWERY ST,Building fire,41.653854,-91.524005
Iowa City Fire Department,6,11/14/11,2011,3525 SHAMROCK PL,Building fire,41.6554721,-91.4818374
Iowa City Fire Department,4,12/26/11,2011,2427 PETSEL PL Apt #2,Building fire,41.655,-91.57523
Iowa City Fire Department,3,1/1/12,2012,320 S DUBUQUE ST,Building fire,41.6570266,-91.5327378
Iowa City Fire Department,3,1/2/12,2012,E MARKET ST and N LUCAS ST,Building fire,41.6635146,-91.5242554
Iowa City Fire Department,4,1/17/12,2012,517 S LINN ST,Building fire,41.654964,-91.532141
Iowa City Fire Department,6,1/21/12,2012,1132 ASH ST,Building fire,41.647778,-91.514376
Iowa City Fire Department,4,2/19/12,2012,1114 ESSEX ST,Building fire,41.6481939,-91.492645
Iowa City Fire Department,3,2/21/12,2012,322 N VAN BUREN ST,Building fire,41.665335,-91.528208
Iowa City Fire Department,9,3/1/12,2012,808 WESTWINDS DR Apt 3,Building fire,41.651643,-91.5774689
Iowa City Fire Department,3,3/11/12,2012,2707 TRIPLE CROWN LA,Building fire,41.6307811,-91.4908383
Iowa City Fire Department,3,3/17/12,2012,30 W COURT ST Apt 416,Building fire,41.6566344,-91.5366621
Iowa City Fire Department,4,3/21/12,2012,1233 SANDUSKY DR,Building fire,41.6368691,-91.5173951
Iowa City Fire Department,4,4/7/12,2012,2000 INDUSTRIAL PARK RD,Building fire,41.6361062,-91.4948517
Iowa City Fire Department,5,4/10/12,2012,1418 SYCAMORE ST,Building fire,41.645058,-91.511273
Iowa City Fire Department,6,4/13/12,2012,1205 LAURA DR Apt 62,Building fire,41.684809,-91.543113
Iowa City Fire Department,6,4/13/12,2012,1205 LAURA DR Apt 61,Building fire,41.684809,-91.543113
Iowa City Fire Department,6,4/13/12,2012,1205 LAURA DR Apt 63,Building fire,41.684809,-91.543113
Iowa City Fire Department,4,5/3/12,2012,2000 INDUSTRIAL PARK RD,Building fire,41.6361062,-91.4948517
Iowa City Fire Department,5,5/7/12,2012,1001 OAKCREST ST Apt 8,Building fire,41.6516561,-91.5530734
Iowa City Fire Department,4,5/13/12,2012,825 HUDSON AVE,Building fire,41.649512,-91.545818
Iowa City Fire Department,3,5/24/12,2012,2500 E HIGHWAY #6,Building fire,41.6352244,-91.5000773
Iowa City Fire Department,3,6/13/12,2012,2240 TAYLOR DR,Building fire,41.6361489,-91.5183221
Iowa City Fire Department,3,7/11/12,2012,1914 GLEASON AVE,Building fire,41.637307,-91.50809
Iowa City Fire Department,3,7/21/12,2012,2238 RUSSELL DR,Building fire,41.636156,-91.5147269
Iowa City Fire Department,3,7/22/12,2012,1035 HOWELL ST,Building fire,41.648457,-91.520572
Iowa City Fire Department,4,7/26/12,2012,2401 6 HWY E Apt 4804,Building fire,41.6352244,-91.5000773
Iowa City Fire Department,6,8/4/12,2012,411 S SUMMIT ST,Building fire,41.656159,-91.521645
Iowa City Fire Department,3,8/19/12,2012,403 S JOHNSON ST,Building fire,41.656515,-91.527686
Iowa City Fire Department,2,9/1/12,2012,712 E MARKET ST,Building fire,41.663848,-91.525154
Iowa City Fire Department,5,9/7/12,2012,816 CROSS PARK AVE Apt 2A,Building fire,41.6390928,-91.5240941
Iowa City Fire Department,3,9/11/12,2012,1817 HOLLYWOOD CT,Building fire,41.639879,-91.51017
Iowa City Fire Department,2,9/29/12,2012,816 S GILBERT ST Apt 2,Building fire,41.6515939,-91.5310362
Iowa City Fire Department,5,10/9/12,2012,6 AMBER LN,Building fire,41.632909,-91.506665
Iowa City Fire Department,5,10/12/12,2012,1205 LAURA DR Apt 136,Building fire,41.684809,-91.543113
Iowa City Fire Department,3,10/21/12,2012,612 KESWICK DR,Building fire,41.652697,-91.567215
Iowa City Fire Department,2,10/24/12,2012,335 S GILBERT ST,Building fire,41.6571097,-91.5305105
Iowa City Fire Department,2,11/10/12,2012,225 S GRAND AVE,Building fire,41.6568467,-91.5460062
Iowa City Fire Department,2,11/29/12,2012,500 E MARKET ST,Building fire,41.664111,-91.528407
Iowa City Fire Department,4,12/1/12,2012,409 SAMOA DR,Building fire,41.656297,-91.576635
Iowa City Fire Department,4,12/1/12,2012,413 SAMOA DR,Building fire,41.6556519,-91.5765526
Iowa City Fire Department,4,12/1/12,2012,413 SAMOA DR,Building fire,41.6556519,-91.5765526
Iowa City Fire Department,5,1/12/13,2013,403 N 7TH AVE,Building fire,41.6668779,-91.511295
Iowa City Fire Department,5,1/22/13,2013,1515 JACKSON AVE,Building fire,41.650322,-91.513197
Iowa City Fire Department,5,1/22/13,2013,1515 JACKSON AVE,Building fire,41.650322,-91.513197
Iowa City Fire Department,2,1/23/13,2013,316 E BLOOMINGTON ST,Building fire,41.6646929,-91.5309064
Iowa City Fire Department,3,2/11/13,2013,115 S LUCAS ST,Building fire,41.659451,-91.524676
Iowa City Fire Department,4,3/11/13,2013,1811 H ST,Building fire,41.648165,-91.508971
Iowa City Fire Department,6,3/21/13,2013,2440 MORMON TREK BLVD,Building fire,41.6369661,-91.5650237
Iowa City Fire Department,4,3/25/13,2013,4810 MELROSE AVE,Building fire,41.6579291,-91.6058976
Iowa City Fire Department,3,4/3/13,2013,705 S DUBUQUE ST,Building fire,41.653041,-91.533612
Iowa City Fire Department,4,4/6/13,2013,1804 RIDGEWAY DR,Building fire,41.662669,-91.510469
Iowa City Fire Department,4,4/8/13,2013,2221 MUSCATINE AVE Apt 2,Building fire,41.649242,-91.502457
Iowa City Fire Department,6,4/23/13,2013,3146 E WASHINGTON ST,Building fire,41.661191,-91.486089
Iowa City Fire Department,3,5/2/13,2013,1311 W BENTON ST,Building fire,41.650193,-91.55895
Iowa City Fire Department,5,5/11/13,2013,207 W BURLINGTON ST,Building fire,41.6574098,-91.5400565
Iowa City Fire Department,4,5/17/13,2013,1134 SANDUSKY DR,Building fire,41.6371533,-91.5186361
Iowa City Fire Department,6,5/21/13,2013,1020 S SCOTT BLVD,Building fire,41.6490984,-91.4816205
Iowa City Fire Department,3,6/6/13,2013,1809 FLATIRON AVE,Building fire,41.637623,-91.509625
Iowa City Fire Department,1,6/22/13,2013,2458 BITTERSWEET CT,Building fire,41.6500318,-91.5751922
Iowa City Fire Department,2,6/23/13,2013,413 S JOHNSON ST Apt 1,Building fire,41.656198,-91.527714
Iowa City Fire Department,5,7/9/13,2013,2713 HICKORY TRL,Building fire,41.671019,-91.497664
Iowa City Fire Department,3,7/14/13,2013,619 N GOVERNOR ST,Building fire,41.668583,-91.5230349
Iowa City Fire Department,3,7/24/13,2013,2401 HIGHWAY #6,Building fire,41.6352244,-91.5000773
Iowa City Fire Department,6,8/4/13,2013,4958 E COURT ST,Building fire,41.657863,-91.464065
Iowa City Fire Department,5,8/5/13,2013,1807 WINSTON DR,Building fire,41.666481,-91.509164
Iowa City Fire Department,5,8/8/13,2013,601 W HIGHWAY #6,Building fire,41.6352244,-91.5000773
Iowa City Fire Department,1,8/21/13,2013,720 E MARKET ST,Building fire,41.663846,-91.524861
Iowa City Fire Department,5,8/25/13,2013,2332 LAKESIDE DR,Building fire,41.633724,-91.503373
Iowa City Fire Department,4,9/6/13,2013,1018 DIANA ST,Building fire,41.6494263,-91.5265606
Iowa City Fire Department,7,9/13/13,2013,1205 LAURA DR Apt 150,Building fire,41.684809,-91.543113
Iowa City Fire Department,6,10/4/13,2013,1219 BURNS AVE,Building fire,41.6352787,-91.5177779
Iowa City Fire Department,5,10/11/13,2013,934 WEST SIDE DR,Building fire,41.639183,-91.568884
Iowa City Fire Department,3,10/16/13,2013,36 W COURT ST Apt 411,Building fire,41.6566365,-91.5367592
Iowa City Fire Department,2,11/4/13,2013,328 N DUBUQUE ST,Building fire,41.6656229,-91.532777
Iowa City Fire Department,5,11/7/13,2013,1314 CARROLL ST,Building fire,41.646422,-91.524343
Iowa City Fire Department,4,12/17/13,2013,375 NEWTON RD Apt 3235,Building fire,41.6632071,-91.5453577
Iowa City Fire Department,3,1/6/14,2014,404 S GILBERT ST,Building fire,41.6568029,-91.5299783
Iowa City Fire Department,4,1/9/14,2014,527 N DUBUQUE ST Apt 2,Building fire,41.667674,-91.533401
Iowa City Fire Department,3,1/28/14,2014,320 S DUBUQUE ST,Building fire,41.6570266,-91.5327378
Iowa City Fire Department,3,2/11/14,2014,639 S LUCAS ST,Building fire,41.652839,-91.524726
Iowa City Fire Department,2,3/18/14,2014,623 E JEFFERSON ST Apt 4,Building fire,41.662065,-91.526266
Iowa City Fire Department,3,3/26/14,2014,511 S CAPITOL ST,Building fire,41.6549819,-91.5365939
Iowa City Fire Department,4,3/31/14,2014,1103 CAMBRIA CT,Building fire,41.647009,-91.572638
Iowa City Fire Department,4,3/31/14,2014,231 E BURLINGTON ST,Building fire,41.6576255,-91.532042
Iowa City Fire Department,2,4/15/14,2014,2339 HEINZ RD Apt UNIT C,Building fire,41.635118,-91.489694
Iowa City Fire Department,2,4/30/14,2014,526 S JOHNSON ST,Building fire,41.654502,-91.526894
Iowa City Fire Department,2,5/18/14,2014,214 N LINN ST,Building fire,41.664071,-91.531318
Iowa City Fire Department,4,7/15/14,2014,619 FAIRCHILD ST,Building fire,41.666525,-91.526344
Iowa City Fire Department,2,8/2/14,2014,245 S GILBERT ST,Building fire,41.658467,-91.5302199
Iowa City Fire Department,2,8/2/14,2014,245 S GILBERT ST,Building fire,41.658467,-91.5302199
Iowa City Fire Department,4,9/9/14,2014,630 GALWAY DR,Building fire,41.6543207,-91.5922674
Iowa City Fire Department,3,9/21/14,2014,1117 CHURCH ST,Building fire,41.6681979,-91.51956
Iowa City Fire Department,4,9/23/14,2014,2609 WESTWINDS DR Apt 1,Building fire,41.650695,-91.577563
Iowa City Fire Department,3,9/24/14,2014,251 N CAPITOL ST,Building fire,41.6586749,-91.5361668
Iowa City Fire Department,3,10/6/14,2014,1032 N DUBUQUE ST,Building fire,41.674134,-91.532209
Iowa City Fire Department,6,10/13/14,2014,2128 S RIVERSIDE DR Apt 44,Building fire,41.6312726,-91.536116
Iowa City Fire Department,3,10/16/14,2014,611 S CLINTON ST Apt 4,Building fire,41.6540894,-91.5349654
Iowa City Fire Department,2,10/31/14,2014,130 N LINN ST,Building fire,41.6630678,-91.5314794
Iowa City Fire Department,3,11/8/14,2014,1324 KIRKWOOD AVE,Building fire,41.64976,-91.515618
Iowa City Fire Department,7,11/12/14,2014,2161 WILLENBROCK CIR,Building fire,41.6759616,-91.5565936
Iowa City Fire Department,3,11/20/14,2014,716 FAIRCHILD ST,Building fire,41.667146,-91.525041
Iowa City Fire Department,3,11/20/14,2014,10 JEMA CT,Building fire,41.649295,-91.573033
Iowa City Fire Department,3,11/23/14,2014,2104 MIAMI DR,Building fire,41.6362669,-91.5015449
Iowa City Fire Department,5,12/1/14,2014,917 DOVER ST,Building fire,41.650376,-91.495184
Iowa City Fire Department,3,12/30/14,2014,601 W HIGHWAY #6,Building fire,41.6352244,-91.5000773
Cedar Rapids Fire Department,7,1/2/10,2010,283 38TH STR DR SE,Building fire,42.0143181,-91.6307498
Cedar Rapids Fire Department,7,1/3/10,2010,400 COLLINS RD NE,Building fire,42.0280838,-91.6324042
Cedar Rapids Fire Department,4,1/10/10,2010,1317 6TH ST NW,Building fire,41.985935,-91.680531
Cedar Rapids Fire Department,8,1/12/10,2010,1611 PINEHURST DR NE Apt 2A,Building fire,42.037422,-91.660372
Cedar Rapids Fire Department,4,1/19/10,2010,4141 22ND AVE SW Apt 8,Building fire,41.957516,-91.725324
Cedar Rapids Fire Department,5,1/24/10,2010,222 JACOLYN DR SW,Building fire,41.964872,-91.733186
Cedar Rapids Fire Department,3,1/29/10,2010,129 27TH STR DR SE,Building fire,42.00323,-91.6335579
Cedar Rapids Fire Department,4,1/29/10,2010,129 27TH STR DR SE,Building fire,42.00323,-91.6335579
Cedar Rapids Fire Department,5,2/6/10,2010,1321 15TH ST SE Apt 208,Building fire,41.9725208,-91.649068
Cedar Rapids Fire Department,7,2/7/10,2010,5542 KIRKWOOD BLVD SW Apt 6,Building fire,41.9198705,-91.6567859
Cedar Rapids Fire Department,4,2/13/10,2010,394 17TH ST SE Apt C,Building fire,41.983908,-91.646164
Cedar Rapids Fire Department,6,2/16/10,2010,1925 20TH ST NW,Building fire,41.995072,-91.6989399
Cedar Rapids Fire Department,11,2/26/10,2010,1412 SCARLET SAGE DR SW,Building fire,41.916682,-91.6327994
Cedar Rapids Fire Department,5,3/1/10,2010,5443 GORDON AVE NW,Building fire,41.971421,-91.741801
Cedar Rapids Fire Department,6,3/8/10,2010,2981 6TH ST SW,Building fire,41.9481724,-91.6767353
Cedar Rapids Fire Department,8,3/12/10,2010,4617 J ST SW,Building fire,41.9327276,-91.6659564
Cedar Rapids Fire Department,17,3/13/10,2010,802 15TH AVE SW Apt 2,Building fire,41.963189,-91.680216
Cedar Rapids Fire Department,1,3/13/10,2010,4012 21ST AVE SW Apt 3,Building fire,41.95948,-91.7239
Cedar Rapids Fire Department,3,3/15/10,2010,2020 SCOTTY DR SW,Building fire,41.9584998,-91.7206067
Cedar Rapids Fire Department,5,3/18/10,2010,2253 C ST SW,Building fire,41.9575581,-91.6502249
Cedar Rapids Fire Department,1,3/20/10,2010,430 JACOLYN DR SW Apt 13,Building fire,41.9660845,-91.7306484
Cedar Rapids Fire Department,4,3/21/10,2010,253 38TH STR DR SE Apt 13,Building fire,42.0146069,-91.6307928
Cedar Rapids Fire Department,6,3/24/10,2010,2042 LINN BLVD SE,Building fire,41.993408,-91.632357
Cedar Rapids Fire Department,6,3/26/10,2010,3524 NORTHWOOD DR NE,Building fire,42.015201,-91.674922
Cedar Rapids Fire Department,5,3/27/10,2010,53 CHERRY HILL RD NW,Building fire,41.9696489,-91.7422349
Cedar Rapids Fire Department,5,3/31/10,2010,1252 32ND ST NE,Building fire,42.01077,-91.654663
Cedar Rapids Fire Department,6,4/4/10,2010,511 17TH ST SE,Building fire,41.982158,-91.646781
Cedar Rapids Fire Department,5,4/5/10,2010,1640 F AVE NW Apt 11,Building fire,41.97944,-91.6939711
Cedar Rapids Fire Department,5,4/6/10,2010,1442 2nd ST SE,Building fire,41.9679829,-91.655863
